,Row.names,ACCNUM,SYMBOL,GO,Control1_Exp1,Control2_Exp2,Control3_Exp3
6961,10348062,NA,B3gnt7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",-0.161401488,-0.124046035,0.238038591
6963,10348072,NA,C130036L24Rik,RIKEN cDNA C130036L24 gene,0.030738148,-0.231403982,0.268229132
6964,10348074,NA,1700019O17Rik,RIKEN cDNA 1700019O17 gene,-0.131133275,-0.627954456,0.247314716
6966,10348078,NA,Ptma,prothymosin alpha,0.111331338,-0.497740649,0.823239421
6967,10348087,NA,Cops7b,"COP9 (constitutive photomorphogenic) homolog, subunit 7b (Arabidopsis thaliana)",0.385348691,-0.157394679,-0.441261852
6968,10348096,NA,Dis3l2,DIS3 mitotic control homolog (S. cerevisiae)-like 2,-0.391018031,0.246759004,0.133073999
6970,10348131,NA,Akp3,"alkaline phosphatase 3, intestine, not Mn requiring",-0.089635697,-0.358167821,0.557264195
6971,10348144,NA,Prss56,"protease, serine 56",-0.246455531,-0.387767245,0.301650163
6972,10348150,NA,Chrnd,"cholinergic receptor, nicotinic, delta polypeptide",-0.352519068,-0.308875004,0.527505518
6973,10348166,NA,Chrng,"cholinergic receptor, nicotinic, gamma polypeptide",0.535142764,-0.329585628,0.509335529
6974,10348180,NA,Eif4e2,eukaryotic translation initiation factor 4E member 2,-0.17578201,0.150574026,-0.359834947
6975,10348194,NA,Efhd1,EF hand domain containing 1,-0.177643195,-0.132728863,0.243403289
6976,10348201,NA,Gigyf2,GRB10 interacting GYF protein 2,-0.506702418,0.215020633,-0.072630447
6977,10348234,NA,Neu2,neuraminidase 2,-0.543651882,0.364862193,-0.231717112
6978,10348240,NA,3110079O15Rik,RIKEN cDNA 3110079O15 gene,0.296635663,-0.184569745,0.49748387
6979,10348244,NA,Inpp5d,inositol polyphosphate-5-phosphatase D,0.437112011,-0.230770574,0.20032354
6980,10348277,NA,Atg16l1,autophagy related 16-like 1 (S. cerevisiae),0.148882023,-0.134948976,0.843975427
6982,10348301,NA,Sag,"S-antigen, retina and pineal gland (arrestin)",-0.019532408,-0.202604309,0.289932283
6983,10348321,NA,Dgkd,"diacylglycerol kinase, delta",0.106348473,0.398517771,0.195827917
6985,10348376,NA,Mroh2a,maestro heat-like repeat family member 2A,0.399768558,-0.564763083,0.094141711
6986,10348378,NA,Trpm8,"transient receptor potential cation channel, subfamily M, member 8",0.190400462,-0.354233194,0.927164832
6987,10348410,NA,Spp2,secreted phosphoprotein 2,0.302634535,-0.601818415,0.513011925
6989,10348424,NA,Sh3bp4,SH3-domain binding protein 4,0.215803369,-0.002564933,0.279107798
6990,10348432,NA,Agap1,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",0.291513829,0.295591912,0.049180828
6991,10348451,NA,Ackr3,atypical chemokine receptor 3,-1.082615323,1.94418242,-1.542465213
6992,10348456,NA,Cops8,"COP9 (constitutive photomorphogenic) homolog, subunit 8 (Arabidopsis thaliana)",-0.658124109,1.377535099,0.287899102
6994,10348471,NA,Mlph,melanophilin,-0.287811831,-0.113639789,0.286351058
6995,10348489,NA,Prlh,prolactin releasing hormone,0.165401322,-0.294782317,0.410481859
6996,10348493,NA,Lrrfip1,leucine rich repeat (in FLII) interacting protein 1,-0.033569314,0.257015753,-0.050308268
6997,10348521,NA,Rbm44,RNA binding motif protein 44,-0.230265203,-0.70810862,0.257311526
6998,10348537,NA,Ramp1,receptor (calcitonin) activity modifying protein 1,0.103040229,-0.704939071,-0.189941971
6999,10348547,NA,Ube2f,ubiquitin-conjugating enzyme E2F (putative),0.09863432,0.259333666,0.097414774
7001,10348558,NA,Scly,selenocysteine lyase,-0.154778127,-0.313562185,-0.308207468
7002,10348570,NA,Espnl,espin-like,0.002943636,-0.17083196,0.640701813
7003,10348580,NA,Klhl30,kelch-like 30,-0.133808355,-0.48833779,0.217599577
7004,10348590,NA,Fam132b,"family with sequence similarity 132, member B",0.068775516,0.431450417,1.134252375
7005,10348600,NA,Traf3ip1,TRAF3 interacting protein 1,0.017679426,-0.435292623,0.135639325
7006,10348618,NA,Asb1,ankyrin repeat and SOCS box-containing 1,-0.000743451,-0.034564925,0.349908981
7007,10348632,NA,Twist2,twist basic helix-loop-helix transcription factor 2,0.468103361,-0.80614495,0.287432374
7008,10348635,NA,Olfr1413,olfactory receptor 1413,0.412990624,0.199472425,0.532208784
7009,10348637,NA,Olfr1412,olfactory receptor 1412,0.178453819,0.376292843,0.034278809
7010,10348639,NA,Olfr1411,olfactory receptor 1411,0.225406568,-0.148211008,0.354673038
7011,10348641,NA,Olfr1410,olfactory receptor 1410,0.455154836,-0.266319591,0.349341372
7012,10348643,NA,Olfr12,olfactory receptor 12,0.021738741,-0.222006968,0.137790041
7013,10348645,NA,Gpr35,G protein-coupled receptor 35,0.278411077,-0.277500738,0.391553793
7014,10348653,NA,Gpc1,glypican 1,0.138808295,0.534097111,-0.037636073
7015,10348664,NA,Mir149,microRNA 149,0.16455221,-0.849899348,0.599215473
7016,10348666,NA,Dusp28,dual specificity phosphatase 28,0.30046928,0.074876507,0.699279865
7017,10348670,NA,Rnpepl1,arginyl aminopeptidase (aminopeptidase B)-like 1,0.081735566,0.270184098,0.277875188
7018,10348682,NA,Capn10,calpain 10,-0.052937285,-0.330300634,0.941003391
7019,10348697,NA,Aqp12,aquaporin 12,0.001041672,-0.544623969,0.361436778
7020,10348702,NA,Agxt,alanine-glyoxylate aminotransferase,-0.079470648,-0.16955731,0.309023649
7021,10348713,NA,E030010N08Rik,RIKEN cDNA E030010N08 gene,-0.011936957,0.264204098,0.392799017
7022,10348739,NA,Sned1,"sushi, nidogen and EGF-like domains 1",-0.687710616,0.274909406,0.072240059
7023,10348775,NA,Ppp1r7,"protein phosphatase 1, regulatory (inhibitor) subunit 7",-0.246354593,0.378211229,-0.275827405
7025,10348791,NA,Ano7,anoctamin 7,-0.069591364,0.773809625,-0.256640955
7026,10348817,NA,2-Sep,septin 2,0.061732048,-0.153880531,-0.289517339
7027,10348829,NA,Farp2,"FERM, RhoGEF and pleckstrin domain protein 2",-0.200192684,0.651173567,0.211818386
7028,10348858,NA,Bok,BCL2-related ovarian killer protein,0.216968552,-0.039569597,0.226386733
7029,10348864,NA,Thap4,THAP domain containing 4,-0.20426034,0.24555061,0.539853096
7030,10348866,NA,Atg4b,"autophagy related 4B, cysteine peptidase",0.465982402,0.436181498,-0.046809038
7031,10348879,NA,Ing5,"inhibitor of growth family, member 5",0.520543037,1.130507514,0.063385678
7032,10348889,NA,D2hgdh,D-2-hydroxyglutarate dehydrogenase,0.121623208,0.527337228,1.004277796
7035,10348906,NA,Gm6086,predicted gene 6086,0.893823757,-0.821342163,0.119360147
7036,10348910,NA,Neu4,sialidase 4,-0.112112934,-0.106248237,0.339030336
7037,10348917,NA,Fam174a,"family with sequence similarity 174, member A",-0.471635466,-0.726157769,-0.528639503
7038,10348924,NA,Rpl18a,ribosomal protein L18A,0.052568368,0.274849255,-0.224995323
7040,10348929,NA,Hnrnpf,heterogeneous nuclear ribonucleoprotein F,-0.308348612,0.843392518,-0.308268455
7041,10348932,NA,Gin1,gypsy retrotransposon integrase 1,0.068541884,0.038625508,0.438407935
7044,10348947,NA,Slco6d1,"solute carrier organic anion transporter family, member 6d1",0.209554905,-0.665008528,0.280577993
7045,10348963,NA,Cntnap5b,contactin associated protein-like 5B,0.132419377,-0.183065111,0.123710864
7050,10348999,NA,Cdh20,cadherin 20,0.031454431,-0.014212002,-0.431972937
7051,10349014,NA,Capza1,"capping protein (actin filament) muscle Z-line, alpha 1",-0.165214881,0.728251229,-0.827159227
7052,10349016,NA,2310035C23Rik,RIKEN cDNA 2310035C23 gene,-0.084203726,0.105327646,-0.62560711
7053,10349049,NA,Zfp706,zinc finger protein 706,0.010658444,0.647545277,-0.400350481
7054,10349051,NA,Tnfrsf11a,"tumor necrosis factor receptor superfamily, member 11a",-0.002671572,-0.330746696,-0.016379939
7055,10349065,NA,Zcchc2,"zinc finger, CCHC domain containing 2",0.056219001,-0.114197955,-0.58953046
7056,10349081,NA,Phlpp1,PH domain and leucine rich repeat protein phosphatase 1,-0.570767962,0.388757556,-0.221009635
7059,10349108,NA,Serpinb5,"serine (or cysteine) peptidase inhibitor, clade B, member 5",0.501601211,-0.273279916,0.267566027
7060,10349118,NA,Serpinb12,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 12",-0.046150163,-0.214801663,0.250713543
7061,10349129,NA,Serpinb13,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 13",0.167585855,0.04747289,0.665615229
7062,10349138,NA,Serpinb11,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 11",0.091905266,-0.139422068,0.264941532
7063,10349147,NA,Serpinb7,"serine (or cysteine) peptidase inhibitor, clade B, member 7",-0.157444723,0.103997977,-0.024350995
7064,10349157,NA,Serpinb2,"serine (or cysteine) peptidase inhibitor, clade B, member 2",0.461646517,-0.147638927,0.558996654
7065,10349166,NA,Serpinb10,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 10",-0.188012414,-0.339708354,0.135802492
7066,10349174,NA,Serpinb8,"serine (or cysteine) peptidase inhibitor, clade B, member 8",0.264016287,-0.457688643,-0.241268409
7067,10349184,NA,Cdh7,"cadherin 7, type 2",-0.181804226,-0.403167228,0.265762313
7069,10349208,NA,Cntnap5a,contactin associated protein-like 5A,0.310678787,-0.348816452,0.520537219
7072,10349239,NA,Nifk,nucleolar protein interacting with the FHA domain of MKI67,-0.041221188,0.042204815,-1.245288364
7073,10349249,NA,Clasp1,CLIP associating protein 1,0.038130425,0.496865166,-0.283280515
7074,10349295,NA,Tfcp2l1,transcription factor CP2-like 1,0.147089588,-0.030475267,0.638008344
7076,10349316,NA,Tmem185b,transmembrane protein 185B,-0.426099561,-0.091648632,0.001054901
7077,10349319,NA,Sctr,secretin receptor,-0.143358225,-0.189039613,0.105547159
7078,10349333,NA,3110009E18Rik,RIKEN cDNA 3110009E18 gene,-0.111383128,0.260961213,0.229062622
7079,10349340,NA,C1ql2,"complement component 1, q subcomponent-like 2",0.08384717,0.179036135,0.881073875
7080,10349345,NA,En1,engrailed 1,-0.021006806,0.207600002,0.42800633
7081,10349348,NA,Ccdc93,coiled-coil domain containing 93,0.022265395,-0.1220011,0.045437572
7084,10349383,NA,Slc35f5,"solute carrier family 35, member F5",0.006571384,0.543513738,-0.11124903
7085,10349401,NA,Gpr39,G protein-coupled receptor 39,0.071495747,-0.213068489,0.177943264
7086,10349404,NA,Mgat5,mannoside acetylglucosaminyltransferase 5,0.200764227,0.191471531,0.011237402
7089,10349431,NA,Acmsd,amino carboxymuconate semialdehyde decarboxylase,0.210760371,-0.087941575,0.216259587
7090,10349442,NA,Ccnt2,cyclin T2,-0.449296391,1.165827892,-0.049998627
7091,10349453,NA,Rab3gap1,RAB3 GTPase activating protein subunit 1,0.430643226,0.164166659,0.023279696
7092,10349478,NA,Rpl28,ribosomal protein L28,-0.073748455,0.275444845,0.044526651
7093,10349480,NA,R3hdm1,R3H domain containing 1,-0.221646928,1.048957229,-0.781487082
7094,10349510,NA,Mir128-1,microRNA 128-1,0.36550639,0.084798062,-0.903110048
7095,10349512,NA,Ubxn4,UBX domain protein 4,-0.335563432,0.521048774,-0.462994614
7097,10349529,NA,Thsd7b,"thrombospondin, type I, domain containing 7B",-0.214601928,-0.288904612,0.460361221
7098,10349559,NA,Yod1,YOD1 OTU deubiquitinating enzyme 1 homologue (S. cerevisiae),-0.817042561,0.341968153,-0.494622571
7099,10349562,NA,AA986860,expressed sequence AA986860,-0.64958826,-0.230394159,0.135111303
7101,10349571,NA,Fcamr,"Fc receptor, IgA, IgM, high affinity",0.070246569,-0.087773633,0.036559102
7102,10349580,NA,Pigr,polymeric immunoglobulin receptor,-0.051189534,-0.230029344,0.715405404
7103,10349593,NA,Faim3,Fas apoptotic inhibitory molecule 3,0.210694972,-0.590828328,0.433678829
7104,10349603,NA,Il10,interleukin 10,0.53221681,0.552193495,-0.329861797
7105,10349610,NA,Eif2d,eukaryotic translation initiation factor 2D,-0.068310226,0.231890788,0.452029832
7106,10349634,NA,Srgap2,SLIT-ROBO Rho GTPase activating protein 2,0.17904681,-0.949790923,0.879885541
7107,10349637,NA,Fam72a,"family with sequence similarity 72, member A",-0.017167889,-0.148003955,-1.068994537
7108,10349644,NA,Avpr1b,arginine vasopressin receptor 1B,0.406819923,0.027899603,0.771560275
7109,10349648,NA,Ctse,cathepsin E,0.265240628,-0.281649985,0.535869522
7110,10349661,NA,5430435G22Rik,RIKEN cDNA 5430435G22 gene,0.196664965,-0.302460412,-0.047626557
7111,10349671,NA,Slc26a9,"solute carrier family 26, member 9",0.228938833,-0.221548687,0.402110999
7112,10349694,NA,Pm20d1,peptidase M20 domain containing 1,-0.442344771,-0.130778815,0.0458151
7113,10349711,NA,Slc41a1,"solute carrier family 41, member 1",-0.417206188,0.699619789,0.866602332
7114,10349724,NA,Rab7l1,"RAB7, member RAS oncogene family-like 1",-0.058836014,-0.474724661,0.29784053
7115,10349733,NA,Nucks1,nuclear casein kinase and cyclin-dependent kinase substrate 1,0.550968569,-0.217863801,-0.482620496
7116,10349744,NA,Slc45a3,"solute carrier family 45, member 3",0.298496746,-0.160160393,0.673881184
7117,10349752,NA,Elk4,"ELK4, member of ETS oncogene family",-0.208939467,0.486959497,0.047849427
7118,10349761,NA,Lemd1,LEM domain containing 1,0.062866153,-0.033930362,0.001204
7119,10349769,NA,Mir135b,microRNA 135b,-0.017751681,0.136158445,0.319134603
7120,10349771,NA,Gm7241,predicted pseudogene 7241,-0.27300493,-0.138568643,-0.256466778
7121,10349773,NA,Klhdc8a,kelch domain containing 8A,0.204639165,-0.15886252,0.521198282
7122,10349782,NA,Nuak2,"NUAK family, SNF1-like kinase, 2",-0.337032818,-0.168115499,-0.20379638
7124,10349793,NA,Dstyk,dual serine/threonine and tyrosine protein kinase,0.504166839,0.703416583,-0.682124691
7125,10349809,NA,Rbbp5,retinoblastoma binding protein 5,0.525225496,0.402414154,0.2151128
7126,10349821,NA,Tmem81,transmembrane protein 81,0.214900906,-0.472571931,0.408445892
7127,10349826,NA,Gm10538,predicted gene 10538,0.192375596,-0.673294523,0.028838655
7128,10349828,NA,Lrrn2,"leucine rich repeat protein 2, neuronal",0.032194566,-0.369940124,0.728119686
7130,10349834,NA,Pik3c2b,"phosphoinositide-3-kinase, class 2, beta polypeptide",0.127842729,0.021719651,-0.037318142
7131,10349868,NA,Ppp1r15b,"protein phosphatase 1, regulatory (inhibitor) subunit 15b",-0.203205233,0.144292389,0.077760451
7133,10349876,NA,Plekha6,"pleckstrin homology domain containing, family A member 6",0.056745104,-0.244727082,0.138400794
7134,10349904,NA,Golt1a,golgi transport 1 homolog A (S. cerevisiae),0.07067162,-0.395435119,0.027334177
7135,10349913,NA,Kiss1,KiSS-1 metastasis-suppressor,0.177729228,-0.466429723,0.314482581
7137,10349932,NA,Etnk2,ethanolamine kinase 2,0.083568218,-0.213119362,0.501459029
7139,10349945,NA,Gm10537,predicted gene 10537,0.101224361,0.017646855,0.037251145
7140,10349947,NA,Fmod,fibromodulin,0.352331469,0.219538877,-0.55881586
7141,10349951,NA,Gm8618,predicted gene 8618,-0.358730828,-0.861428066,0.398628114
7142,10349953,NA,Chit1,chitinase 1 (chitotriosidase),0.234662787,0.053278935,0.474307816
7143,10349968,NA,Chil1,chitinase-like 1,0.283049555,-0.001795138,-0.275560521
7144,10349980,NA,Mybph,myosin binding protein H,-0.027363857,-0.697638797,0.218976942
7145,10349993,NA,Myog,myogenin,-0.229349244,0.059977688,-0.016554475
7146,10349997,NA,4933406M09Rik,RIKEN cDNA 4933406M09 gene,0.013989057,0.344317191,0.065112585
7147,10350003,NA,Cyb5r1,cytochrome b5 reductase 1,-0.256019203,-0.222474772,-0.464300805
7148,10350015,NA,Adipor1,adiponectin receptor 1,0.309561044,0.194001197,0.626900179
7149,10350024,NA,Klhl12,kelch-like 12,-0.163778269,1.049597508,-0.101779079
7150,10350039,NA,Rabif,RAB interacting factor,-0.884653755,0.490055776,-0.981819732
7151,10350044,NA,Rpl29,ribosomal protein L29,0.27367093,0.355216076,-0.506997524
7152,10350046,NA,Kdm5b,lysine (K)-specific demethylase 5B,0.014521212,0.109528846,0.227601083
7153,10350077,NA,Syt2,synaptotagmin II,-0.069462537,-0.223079998,0.154901998
7154,10350090,NA,Ube2t,ubiquitin-conjugating enzyme E2T (putative),0.303898462,-0.15618686,0.068911852
7156,10350102,NA,Ptpn7,"protein tyrosine phosphatase, non-receptor type 7",0.408747548,-0.381566131,-0.10021404
7157,10350113,NA,Arl8a,ADP-ribosylation factor-like 8A,-0.642847831,1.379711087,0.035322842
7158,10350123,NA,Lmod1,leiomodin 1 (smooth muscle),0.411982265,-0.923890688,0.360129711
7160,10350136,NA,Csrp1,cysteine and glycine-rich protein 1,-0.21219873,-0.504367832,-0.455317607
7161,10350146,NA,Phlda3,"pleckstrin homology-like domain, family A, member 3",-0.123185546,-0.306335413,-0.152872457
7162,10350149,NA,Tnni1,"troponin I, skeletal, slow 1",0.165579264,-0.702688808,0.418116916
7163,10350159,NA,Lad1,ladinin,0.037114994,-0.775225651,0.528679582
7164,10350173,NA,Tnnt2,"troponin T2, cardiac",0.232074519,-0.057001477,0.390940497
7165,10350188,NA,Tmem9,transmembrane protein 9,0.068805459,-0.39205267,0.266819487
7167,10350199,NA,Cacna1s,"calcium channel, voltage-dependent, L type, alpha 1S subunit",0.064884231,-0.304247383,0.23255184
7168,10350247,NA,Kif21b,kinesin family member 21B,0.287879347,-0.029556287,0.533970021
7169,10350286,NA,Ddx59,DEAD (Asp-Glu-Ala-Asp) box polypeptide 59,0.023815168,0.068403633,0.039819626
7170,10350297,NA,Kif14,kinesin family member 14,-0.22824292,-0.089743867,-0.302005165
7171,10350329,NA,Kif14,kinesin family member 14,-0.023756515,-0.336263571,0.097041664
7172,10350331,NA,Zfp281,zinc finger protein 281,0.041025262,-0.444038269,-0.103073286
7173,10350335,NA,Hmbs,hydroxymethylbilane synthase,0.206161769,-0.268908609,-0.217884822
7175,10350339,NA,Mir181a-1,microRNA 181a-1,-0.00758498,-0.34917855,0.521287839
7176,10350341,NA,Mir181b-1,microRNA 181b-1,-0.153388493,-0.554719826,0.457375047
7177,10350343,NA,Atp6v1g3,"ATPase, H+ transporting, lysosomal V1 subunit G3",-0.000740783,-0.201950429,0.360174678
7178,10350349,NA,Dennd1b,DENN/MADD domain containing 1B,-0.331156854,0.276359258,-0.006922652
7179,10350377,NA,Zbtb41,zinc finger and BTB domain containing 41 homolog,-0.443746602,1.275296387,-0.87779433
7180,10350392,NA,Aspm,"asp (abnormal spindle)-like, microcephaly associated (Drosophila)",-0.095216167,0.374582077,-0.789993663
7181,10350425,NA,F13b,"coagulation factor XIII, beta subunit",0.145662594,-0.461705595,0.252513242
7182,10350438,NA,Kcnt2,"potassium channel, subfamily T, member 2",-1.840287612,0.17615387,-1.351915857
7184,10350473,NA,B3galt2,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2",-0.200590594,0.788651037,-1.049002659
7185,10350478,NA,Glrx2,glutaredoxin 2 (thioltransferase),-0.006935571,-0.172129539,-1.681334473
7186,10350489,NA,Uchl5,ubiquitin carboxyl-terminal esterase L5,0.118837074,0.648064622,-1.33936188
7189,10350506,NA,Brinp3,bone morphogenetic protein/retinoic acid inducible neural specific 3,0.527899697,-0.673589197,0.282671766
7190,10350516,NA,Ptgs2,prostaglandin-endoperoxide synthase 2,-1.533427713,0.108251848,0.859845842
7191,10350530,NA,Pdc,phosducin,-0.309882231,-0.756838423,0.32615843
7192,10350535,NA,Tpr,translocated promoter region,-0.219857131,0.130103048,-0.696640653
7194,10350592,NA,3110040M04Rik,RIKEN cDNA 3110040M04 gene,0.118819329,-0.205365898,0.286269602
7195,10350594,NA,Ivns1abp,influenza virus NS1A binding protein,-0.026795672,0.399091155,0.269676253
7196,10350614,NA,Trmt1l,tRNA methyltransferase 1 like,-0.059842329,0.974173481,-1.232994081
